sample_id,signer_id,label,take_id,relative_path,source_group,file_size_bytes,split
P2_kotoriy_0061_8eee30ad539a,P2,kotoriy,61,_kotoriy/P2_kotoriy (61).mov,_kotoriy,117506,validation
P2_kotoriy_0062_506a2f302e0d,P2,kotoriy,62,_kotoriy/P2_kotoriy (62).mov,_kotoriy,116775,validation
P2_kotoriy_0063_15703affb02e,P2,kotoriy,63,_kotoriy/P2_kotoriy (63).mov,_kotoriy,125195,validation
P2_kotoriy_0064_8bc0f65a2459,P2,kotoriy,64,_kotoriy/P2_kotoriy (64).mov,_kotoriy,130533,validation
P2_kotoriy_0065_e48aac2773ed,P2,kotoriy,65,_kotoriy/P2_kotoriy (65).mov,_kotoriy,108624,validation
P2_kotoriy_0066_38329985583f,P2,kotoriy,66,_kotoriy/P2_kotoriy (66).mov,_kotoriy,101696,validation
P2_kotoriy_0067_5b9a8ac1dbfe,P2,kotoriy,67,_kotoriy/P2_kotoriy (67).mov,_kotoriy,108963,validation
P2_kotoriy_0068_d5b3c24b8095,P2,kotoriy,68,_kotoriy/P2_kotoriy (68).mov,_kotoriy,117506,validation
P2_kotoriy_0069_d5a44e84d0b6,P2,kotoriy,69,_kotoriy/P2_kotoriy (69).mov,_kotoriy,130290,validation
P2_kotoriy_0007_4a124a27231d,P2,kotoriy,7,_kotoriy/P2_kotoriy (7).mov,_kotoriy,204060,validation
P2_kotoriy_0070_fa43e3855a71,P2,kotoriy,70,_kotoriy/P2_kotoriy (70).mov,_kotoriy,118835,validation
P2_kotoriy_0071_d29b1c7356c8,P2,kotoriy,71,_kotoriy/P2_kotoriy (71).mov,_kotoriy,101506,validation
P2_kotoriy_0072_2acf81df8b4c,P2,kotoriy,72,_kotoriy/P2_kotoriy (72).mov,_kotoriy,99186,validation
P2_kotoriy_0073_b38d09326c48,P2,kotoriy,73,_kotoriy/P2_kotoriy (73).mov,_kotoriy,107413,validation
P2_kotoriy_0074_8c7189fa7d10,P2,kotoriy,74,_kotoriy/P2_kotoriy (74).mov,_kotoriy,130290,validation
P2_kotoriy_0075_9649da35dc43,P2,kotoriy,75,_kotoriy/P2_kotoriy (75).mov,_kotoriy,127622,validation
P2_kotoriy_0076_0f8fb7bb19e3,P2,kotoriy,76,_kotoriy/P2_kotoriy (76).mov,_kotoriy,118835,validation
P2_kotoriy_0077_88e0cada02fa,P2,kotoriy,77,_kotoriy/P2_kotoriy (77).mov,_kotoriy,136015,validation
P2_kotoriy_0078_066f8b37dc49,P2,kotoriy,78,_kotoriy/P2_kotoriy (78).mov,_kotoriy,145359,validation
P2_kotoriy_0079_6bfa234a76b4,P2,kotoriy,79,_kotoriy/P2_kotoriy (79).mov,_kotoriy,160578,validation
P2_kotoriy_0008_242856a013b9,P2,kotoriy,8,_kotoriy/P2_kotoriy (8).mov,_kotoriy,185314,validation
P2_kotoriy_0080_848d4dfc2532,P2,kotoriy,80,_kotoriy/P2_kotoriy (80).mov,_kotoriy,152187,validation
P2_kotoriy_0081_9ec9baf1fe4e,P2,kotoriy,81,_kotoriy/P2_kotoriy (81).mov,_kotoriy,125955,validation
P2_kotoriy_0082_489473a90645,P2,kotoriy,82,_kotoriy/P2_kotoriy (82).mov,_kotoriy,139920,validation
P2_kotoriy_0083_8e4860486dff,P2,kotoriy,83,_kotoriy/P2_kotoriy (83).mov,_kotoriy,119169,validation
P2_kotoriy_0084_2685492a3713,P2,kotoriy,84,_kotoriy/P2_kotoriy (84).mov,_kotoriy,149461,validation
P2_kotoriy_0085_0810af771ded,P2,kotoriy,85,_kotoriy/P2_kotoriy (85).mov,_kotoriy,144078,validation
P2_kotoriy_0086_b9a67256ad3d,P2,kotoriy,86,_kotoriy/P2_kotoriy (86).mov,_kotoriy,122457,validation
P2_kotoriy_0087_11f62f06c9a8,P2,kotoriy,87,_kotoriy/P2_kotoriy (87).mov,_kotoriy,143027,validation
P2_kotoriy_0088_1b86fcb52141,P2,kotoriy,88,_kotoriy/P2_kotoriy (88).mov,_kotoriy,124960,validation
P2_kotoriy_0089_73bfaa565e0e,P2,kotoriy,89,_kotoriy/P2_kotoriy (89).mov,_kotoriy,131503,validation
P2_kotoriy_0009_d1e6ca4ea6dd,P2,kotoriy,9,_kotoriy/P2_kotoriy (9).mov,_kotoriy,226931,validation
P2_kotoriy_0090_cb2cc608c54d,P2,kotoriy,90,_kotoriy/P2_kotoriy (90).mov,_kotoriy,77071,validation
P2_kotoriy_0091_32832548cf41,P2,kotoriy,91,_kotoriy/P2_kotoriy (91).mov,_kotoriy,106683,validation
P2_kotoriy_0092_64b3eaca7e86,P2,kotoriy,92,_kotoriy/P2_kotoriy (92).mov,_kotoriy,100264,validation
P2_kotoriy_0093_31da768df785,P2,kotoriy,93,_kotoriy/P2_kotoriy (93).mov,_kotoriy,120463,validation
P2_kotoriy_0094_93456047e7dd,P2,kotoriy,94,_kotoriy/P2_kotoriy (94).mov,_kotoriy,107413,validation
P2_kotoriy_0095_d2f20f9e8cf9,P2,kotoriy,95,_kotoriy/P2_kotoriy (95).mov,_kotoriy,106844,validation
P2_kotoriy_0096_2c45b270e7e9,P2,kotoriy,96,_kotoriy/P2_kotoriy (96).mov,_kotoriy,118835,validation
P2_kotoriy_0097_5c33bcfa81bd,P2,kotoriy,97,_kotoriy/P2_kotoriy (97).mov,_kotoriy,209925,validation
P2_kotoriy_0098_15db58899be7,P2,kotoriy,98,_kotoriy/P2_kotoriy (98).mov,_kotoriy,146894,validation
P2_kotoriy_0099_31cc38446597,P2,kotoriy,99,_kotoriy/P2_kotoriy (99).mov,_kotoriy,179665,validation
P3_kotoriy_0001_b5ef8db4c52e,P3,kotoriy,1,_kotoriy/P3_kotoriy (1).mov,_kotoriy,92305,train
P3_kotoriy_0010_063ba15362d0,P3,kotoriy,10,_kotoriy/P3_kotoriy (10).mov,_kotoriy,68711,train
P3_kotoriy_0011_3f643487d2c2,P3,kotoriy,11,_kotoriy/P3_kotoriy (11).mov,_kotoriy,79393,train
P3_kotoriy_0012_4e8575f1659f,P3,kotoriy,12,_kotoriy/P3_kotoriy (12).mov,_kotoriy,81951,train
P3_kotoriy_0013_f704afadb2bd,P3,kotoriy,13,_kotoriy/P3_kotoriy (13).mov,_kotoriy,185202,train
P3_kotoriy_0014_c2681058adab,P3,kotoriy,14,_kotoriy/P3_kotoriy (14).mov,_kotoriy,108651,train
P3_kotoriy_0015_adae44940e46,P3,kotoriy,15,_kotoriy/P3_kotoriy (15).mov,_kotoriy,93235,train
P3_kotoriy_0016_787c5dd79997,P3,kotoriy,16,_kotoriy/P3_kotoriy (16).mov,_kotoriy,101014,train
P3_kotoriy_0017_d5df481af71e,P3,kotoriy,17,_kotoriy/P3_kotoriy (17).mov,_kotoriy,99458,train
P3_kotoriy_0018_d792e9940636,P3,kotoriy,18,_kotoriy/P3_kotoriy (18).mov,_kotoriy,73480,train
P3_kotoriy_0019_646fe420f8ea,P3,kotoriy,19,_kotoriy/P3_kotoriy (19).mov,_kotoriy,75777,train
P3_kotoriy_0002_a274ae791e26,P3,kotoriy,2,_kotoriy/P3_kotoriy (2).mov,_kotoriy,102935,train
P3_kotoriy_0020_acef697c7309,P3,kotoriy,20,_kotoriy/P3_kotoriy (20).mov,_kotoriy,86674,train
P3_kotoriy_0021_3e430525afe5,P3,kotoriy,21,_kotoriy/P3_kotoriy (21).mov,_kotoriy,93444,train
P3_kotoriy_0022_f5199462e07c,P3,kotoriy,22,_kotoriy/P3_kotoriy (22).mov,_kotoriy,75096,train
P3_kotoriy_0023_732a19f21035,P3,kotoriy,23,_kotoriy/P3_kotoriy (23).mov,_kotoriy,70320,train
P3_kotoriy_0024_84cf101a7a92,P3,kotoriy,24,_kotoriy/P3_kotoriy (24).mov,_kotoriy,76132,train
P3_kotoriy_0025_8a8081fc554c,P3,kotoriy,25,_kotoriy/P3_kotoriy (25).mov,_kotoriy,60399,train
P3_kotoriy_0026_6bc53b28c329,P3,kotoriy,26,_kotoriy/P3_kotoriy (26).mov,_kotoriy,98801,train
P3_kotoriy_0027_534cb351ad7f,P3,kotoriy,27,_kotoriy/P3_kotoriy (27).mov,_kotoriy,88442,train
P3_kotoriy_0028_bfb100d53a6b,P3,kotoriy,28,_kotoriy/P3_kotoriy (28).mov,_kotoriy,86267,train
P3_kotoriy_0029_ac005f39c211,P3,kotoriy,29,_kotoriy/P3_kotoriy (29).mov,_kotoriy,90328,train
P3_kotoriy_0003_d198f51d511f,P3,kotoriy,3,_kotoriy/P3_kotoriy (3).mov,_kotoriy,116597,train
P3_kotoriy_0030_270feac9bc0a,P3,kotoriy,30,_kotoriy/P3_kotoriy (30).mov,_kotoriy,94786,train
P3_kotoriy_0031_56ccdd306a9c,P3,kotoriy,31,_kotoriy/P3_kotoriy (31).mov,_kotoriy,94329,train
P3_kotoriy_0032_7578e6138379,P3,kotoriy,32,_kotoriy/P3_kotoriy (32).mov,_kotoriy,74254,train
P3_kotoriy_0033_bf93323f1c7d,P3,kotoriy,33,_kotoriy/P3_kotoriy (33).mov,_kotoriy,84505,train
P3_kotoriy_0034_4a363893cf47,P3,kotoriy,34,_kotoriy/P3_kotoriy (34).mov,_kotoriy,65494,train
P3_kotoriy_0035_8fece7a20f5e,P3,kotoriy,35,_kotoriy/P3_kotoriy (35).mov,_kotoriy,75292,train
P3_kotoriy_0036_2f91dfa196f0,P3,kotoriy,36,_kotoriy/P3_kotoriy (36).mov,_kotoriy,75292,train
P3_kotoriy_0037_9bfbe05529f3,P3,kotoriy,37,_kotoriy/P3_kotoriy (37).mov,_kotoriy,99510,train
P3_kotoriy_0038_ce4f875715ea,P3,kotoriy,38,_kotoriy/P3_kotoriy (38).mov,_kotoriy,97094,train
P3_kotoriy_0039_eb3d886a8afe,P3,kotoriy,39,_kotoriy/P3_kotoriy (39).mov,_kotoriy,66311,train
P3_kotoriy_0004_a3a5674b373b,P3,kotoriy,4,_kotoriy/P3_kotoriy (4).mov,_kotoriy,96738,train
P3_kotoriy_0040_1bc3c1cdb80b,P3,kotoriy,40,_kotoriy/P3_kotoriy (40).mov,_kotoriy,146164,train
P3_kotoriy_0005_16f14018d922,P3,kotoriy,5,_kotoriy/P3_kotoriy (5).mov,_kotoriy,91948,train
P3_kotoriy_0006_49c0e62cd506,P3,kotoriy,6,_kotoriy/P3_kotoriy (6).mov,_kotoriy,91948,train
P3_kotoriy_0007_12964c8b7e62,P3,kotoriy,7,_kotoriy/P3_kotoriy (7).mov,_kotoriy,114558,train
P3_kotoriy_0008_60286b5e867d,P3,kotoriy,8,_kotoriy/P3_kotoriy (8).mov,_kotoriy,105014,train
P3_kotoriy_0009_a0e0a4989693,P3,kotoriy,9,_kotoriy/P3_kotoriy (9).mov,_kotoriy,118062,train
P4_kotoriy_0001_062ea819e1c5,P4,kotoriy,1,_kotoriy/P4_kotoriy (1).mov,_kotoriy,108797,train
P4_kotoriy_0010_e5863edb9e7d,P4,kotoriy,10,_kotoriy/P4_kotoriy (10).mov,_kotoriy,164460,train
P4_kotoriy_0011_b5794f413031,P4,kotoriy,11,_kotoriy/P4_kotoriy (11).mov,_kotoriy,152290,train
P4_kotoriy_0012_034533c058c2,P4,kotoriy,12,_kotoriy/P4_kotoriy (12).mov,_kotoriy,123515,train
P4_kotoriy_0013_8b56c717665d,P4,kotoriy,13,_kotoriy/P4_kotoriy (13).mov,_kotoriy,150906,train
P4_kotoriy_0014_bedd47c8a050,P4,kotoriy,14,_kotoriy/P4_kotoriy (14).mov,_kotoriy,153678,train
P4_kotoriy_0015_3b5fe138b3c1,P4,kotoriy,15,_kotoriy/P4_kotoriy (15).mov,_kotoriy,101417,train
P4_kotoriy_0016_678d8abd04ed,P4,kotoriy,16,_kotoriy/P4_kotoriy (16).mov,_kotoriy,102427,train
P4_kotoriy_0017_11899afdbaab,P4,kotoriy,17,_kotoriy/P4_kotoriy (17).mov,_kotoriy,110157,train
P4_kotoriy_0018_29993fa7cabd,P4,kotoriy,18,_kotoriy/P4_kotoriy (18).mov,_kotoriy,171676,train
P4_kotoriy_0019_335cc7f7b706,P4,kotoriy,19,_kotoriy/P4_kotoriy (19).mov,_kotoriy,135183,train
P4_kotoriy_0002_5a433c570df4,P4,kotoriy,2,_kotoriy/P4_kotoriy (2).mov,_kotoriy,157388,train
P4_kotoriy_0020_c86462027d54,P4,kotoriy,20,_kotoriy/P4_kotoriy (20).mov,_kotoriy,131718,train
P4_kotoriy_0021_2896b519958e,P4,kotoriy,21,_kotoriy/P4_kotoriy (21).mov,_kotoriy,113585,train
P4_kotoriy_0022_0c3db0f8eb59,P4,kotoriy,22,_kotoriy/P4_kotoriy (22).mov,_kotoriy,108507,train
P4_kotoriy_0023_6a0ad840cbfe,P4,kotoriy,23,_kotoriy/P4_kotoriy (23).mov,_kotoriy,166062,train
P4_kotoriy_0024_1655cf37e121,P4,kotoriy,24,_kotoriy/P4_kotoriy (24).mov,_kotoriy,194896,train
P4_kotoriy_0025_527f6e3d4e57,P4,kotoriy,25,_kotoriy/P4_kotoriy (25).mov,_kotoriy,170954,train
P4_kotoriy_0026_87ea840631e3,P4,kotoriy,26,_kotoriy/P4_kotoriy (26).mov,_kotoriy,134517,train
P4_kotoriy_0027_54f6ad4e7a1b,P4,kotoriy,27,_kotoriy/P4_kotoriy (27).mov,_kotoriy,143611,train
P4_kotoriy_0028_053251012bd4,P4,kotoriy,28,_kotoriy/P4_kotoriy (28).mov,_kotoriy,119251,train
P4_kotoriy_0029_006b77e0907b,P4,kotoriy,29,_kotoriy/P4_kotoriy (29).mov,_kotoriy,144959,train
P4_kotoriy_0003_909a8cfa26de,P4,kotoriy,3,_kotoriy/P4_kotoriy (3).mov,_kotoriy,155581,train
P4_kotoriy_0030_9944983b1e8b,P4,kotoriy,30,_kotoriy/P4_kotoriy (30).mov,_kotoriy,142487,train
P4_kotoriy_0031_736a29dcda1b,P4,kotoriy,31,_kotoriy/P4_kotoriy (31).mov,_kotoriy,134647,train
P4_kotoriy_0032_fe8ce57381cc,P4,kotoriy,32,_kotoriy/P4_kotoriy (32).mov,_kotoriy,158009,train
P4_kotoriy_0033_b6f11c7a02fa,P4,kotoriy,33,_kotoriy/P4_kotoriy (33).mov,_kotoriy,144907,train
P4_kotoriy_0034_1da483a0e28f,P4,kotoriy,34,_kotoriy/P4_kotoriy (34).mov,_kotoriy,132544,train
P4_kotoriy_0035_01101bc627eb,P4,kotoriy,35,_kotoriy/P4_kotoriy (35).mov,_kotoriy,137611,train
P4_kotoriy_0036_639cdaa57425,P4,kotoriy,36,_kotoriy/P4_kotoriy (36).mov,_kotoriy,174183,train
P4_kotoriy_0037_62f2c43890e9,P4,kotoriy,37,_kotoriy/P4_kotoriy (37).mov,_kotoriy,250945,train
P4_kotoriy_0038_3e03a203078b,P4,kotoriy,38,_kotoriy/P4_kotoriy (38).mov,_kotoriy,114385,train
P4_kotoriy_0039_85f209d47961,P4,kotoriy,39,_kotoriy/P4_kotoriy (39).mov,_kotoriy,113048,train
P4_kotoriy_0004_8016fd1bc11f,P4,kotoriy,4,_kotoriy/P4_kotoriy (4).mov,_kotoriy,140605,train
P4_kotoriy_0040_cc1140cdc31a,P4,kotoriy,40,_kotoriy/P4_kotoriy (40).mov,_kotoriy,101336,train
P4_kotoriy_0005_90ed29ec2fc7,P4,kotoriy,5,_kotoriy/P4_kotoriy (5).mov,_kotoriy,146240,train
P4_kotoriy_0006_0ba757336195,P4,kotoriy,6,_kotoriy/P4_kotoriy (6).mov,_kotoriy,128142,train
P4_kotoriy_0007_e4353d99c8e1,P4,kotoriy,7,_kotoriy/P4_kotoriy (7).mov,_kotoriy,123257,train
P4_kotoriy_0008_4e3f76300b3f,P4,kotoriy,8,_kotoriy/P4_kotoriy (8).mov,_kotoriy,105990,train
P4_kotoriy_0009_39ba14e23c15,P4,kotoriy,9,_kotoriy/P4_kotoriy (9).mov,_kotoriy,97690,train
P5_kotoriy_0001_d2b20db29e24,P5,kotoriy,1,_kotoriy/P5_kotoriy (1).mov,_kotoriy,216468,train
P5_kotoriy_0010_2238bd87e448,P5,kotoriy,10,_kotoriy/P5_kotoriy (10).mov,_kotoriy,136607,train
P5_kotoriy_0011_3fa7915fbc5f,P5,kotoriy,11,_kotoriy/P5_kotoriy (11).mov,_kotoriy,183009,train
P5_kotoriy_0012_46493398d686,P5,kotoriy,12,_kotoriy/P5_kotoriy (12).mov,_kotoriy,120118,train
P5_kotoriy_0013_efba094584e4,P5,kotoriy,13,_kotoriy/P5_kotoriy (13).mov,_kotoriy,127894,train
P5_kotoriy_0014_803197f02d4d,P5,kotoriy,14,_kotoriy/P5_kotoriy (14).mov,_kotoriy,129701,train
P5_kotoriy_0015_3e5929cbb789,P5,kotoriy,15,_kotoriy/P5_kotoriy (15).mov,_kotoriy,180552,train
P5_kotoriy_0016_c2eb646fc3cb,P5,kotoriy,16,_kotoriy/P5_kotoriy (16).mov,_kotoriy,134323,train
P5_kotoriy_0017_a44aae7b87b0,P5,kotoriy,17,_kotoriy/P5_kotoriy (17).mov,_kotoriy,221525,train
P5_kotoriy_0018_268f472c758d,P5,kotoriy,18,_kotoriy/P5_kotoriy (18).mov,_kotoriy,164524,train
P5_kotoriy_0019_340572f86850,P5,kotoriy,19,_kotoriy/P5_kotoriy (19).mov,_kotoriy,173019,train
P5_kotoriy_0002_2b9d4657432a,P5,kotoriy,2,_kotoriy/P5_kotoriy (2).mov,_kotoriy,159073,train
P5_kotoriy_0020_f92d04e147fd,P5,kotoriy,20,_kotoriy/P5_kotoriy (20).mov,_kotoriy,133771,train
P5_kotoriy_0021_a46fa4b749e7,P5,kotoriy,21,_kotoriy/P5_kotoriy (21).mov,_kotoriy,290467,train
P5_kotoriy_0022_6f62be5d126a,P5,kotoriy,22,_kotoriy/P5_kotoriy (22).mov,_kotoriy,137240,train
P5_kotoriy_0023_bb907181ec60,P5,kotoriy,23,_kotoriy/P5_kotoriy (23).mov,_kotoriy,170864,train
P5_kotoriy_0024_329c7e071f9a,P5,kotoriy,24,_kotoriy/P5_kotoriy (24).mov,_kotoriy,148986,train
P5_kotoriy_0025_842ddfceab02,P5,kotoriy,25,_kotoriy/P5_kotoriy (25).mov,_kotoriy,199495,train
P5_kotoriy_0026_bf17fc3b322f,P5,kotoriy,26,_kotoriy/P5_kotoriy (26).mov,_kotoriy,188348,train
P5_kotoriy_0027_2c9e5c0b1c91,P5,kotoriy,27,_kotoriy/P5_kotoriy (27).mov,_kotoriy,193077,train
P5_kotoriy_0028_d919700a6b6f,P5,kotoriy,28,_kotoriy/P5_kotoriy (28).mov,_kotoriy,140639,train
P5_kotoriy_0029_99ff96e87b2c,P5,kotoriy,29,_kotoriy/P5_kotoriy (29).mov,_kotoriy,169099,train
P5_kotoriy_0003_db38fb23f8a4,P5,kotoriy,3,_kotoriy/P5_kotoriy (3).mov,_kotoriy,204304,train
P5_kotoriy_0030_93928bb98fa5,P5,kotoriy,30,_kotoriy/P5_kotoriy (30).mov,_kotoriy,174838,train
P5_kotoriy_0031_910732399c27,P5,kotoriy,31,_kotoriy/P5_kotoriy (31).mov,_kotoriy,133887,train
P5_kotoriy_0032_e0a0e621c7fa,P5,kotoriy,32,_kotoriy/P5_kotoriy (32).mov,_kotoriy,176236,train
P5_kotoriy_0033_eafd6f77bada,P5,kotoriy,33,_kotoriy/P5_kotoriy (33).mov,_kotoriy,165690,train
P5_kotoriy_0034_12389609c282,P5,kotoriy,34,_kotoriy/P5_kotoriy (34).mov,_kotoriy,134271,train
P5_kotoriy_0035_cb97fa610203,P5,kotoriy,35,_kotoriy/P5_kotoriy (35).mov,_kotoriy,165418,train
P5_kotoriy_0036_fe6bcdf2ff9c,P5,kotoriy,36,_kotoriy/P5_kotoriy (36).mov,_kotoriy,85316,train
P5_kotoriy_0037_c15f9c81d445,P5,kotoriy,37,_kotoriy/P5_kotoriy (37).mov,_kotoriy,106525,train
P5_kotoriy_0038_999b368b30e4,P5,kotoriy,38,_kotoriy/P5_kotoriy (38).mov,_kotoriy,174838,train
P5_kotoriy_0039_083874c6c675,P5,kotoriy,39,_kotoriy/P5_kotoriy (39).mov,_kotoriy,172049,train
P5_kotoriy_0004_7ca5944e5307,P5,kotoriy,4,_kotoriy/P5_kotoriy (4).mov,_kotoriy,223515,train
P5_kotoriy_0040_4e7c35038554,P5,kotoriy,40,_kotoriy/P5_kotoriy (40).mov,_kotoriy,168258,train
P5_kotoriy_0005_950a67130667,P5,kotoriy,5,_kotoriy/P5_kotoriy (5).mov,_kotoriy,180237,train
P5_kotoriy_0006_f95a88fafe7b,P5,kotoriy,6,_kotoriy/P5_kotoriy (6).mov,_kotoriy,141684,train
P5_kotoriy_0007_7217742845ff,P5,kotoriy,7,_kotoriy/P5_kotoriy (7).mov,_kotoriy,120873,train
P5_kotoriy_0008_c1eeee4f99db,P5,kotoriy,8,_kotoriy/P5_kotoriy (8).mov,_kotoriy,174052,train
P5_kotoriy_0009_0ee2444a36b3,P5,kotoriy,9,_kotoriy/P5_kotoriy (9).mov,_kotoriy,140569,train
P1_kotoriyQ_0001_1c2ed00d32d2,P1,kotoriyQ,1,_kotoriy_q/P1_kotoriyQ (1).mov,_kotoriy_q,145077,test
P1_kotoriyQ_0010_b76202427ca8,P1,kotoriyQ,10,_kotoriy_q/P1_kotoriyQ (10).mov,_kotoriy_q,196971,test
P1_kotoriyQ_0011_47e39af6d39e,P1,kotoriyQ,11,_kotoriy_q/P1_kotoriyQ (11).mov,_kotoriy_q,192022,test
P1_kotoriyQ_0012_e21c9b473611,P1,kotoriyQ,12,_kotoriy_q/P1_kotoriyQ (12).mov,_kotoriy_q,202976,test
P1_kotoriyQ_0013_1373b897b0fe,P1,kotoriyQ,13,_kotoriy_q/P1_kotoriyQ (13).mov,_kotoriy_q,142714,test
P1_kotoriyQ_0014_f5ae4eba9bfa,P1,kotoriyQ,14,_kotoriy_q/P1_kotoriyQ (14).mov,_kotoriy_q,171024,test
P1_kotoriyQ_0015_b91262343827,P1,kotoriyQ,15,_kotoriy_q/P1_kotoriyQ (15).mov,_kotoriy_q,139708,test
P1_kotoriyQ_0016_e98df10ad668,P1,kotoriyQ,16,_kotoriy_q/P1_kotoriyQ (16).mov,_kotoriy_q,160267,test
P1_kotoriyQ_0017_3c5315c23431,P1,kotoriyQ,17,_kotoriy_q/P1_kotoriyQ (17).mov,_kotoriy_q,145924,test
P1_kotoriyQ_0018_653aa7339cbd,P1,kotoriyQ,18,_kotoriy_q/P1_kotoriyQ (18).mov,_kotoriy_q,203419,test
P1_kotoriyQ_0019_36c50a40de36,P1,kotoriyQ,19,_kotoriy_q/P1_kotoriyQ (19).mov,_kotoriy_q,172461,test
P1_kotoriyQ_0002_7db389e7ac53,P1,kotoriyQ,2,_kotoriy_q/P1_kotoriyQ (2).mov,_kotoriy_q,145785,test
P1_kotoriyQ_0020_317d3dc29ecc,P1,kotoriyQ,20,_kotoriy_q/P1_kotoriyQ (20).mov,_kotoriy_q,176744,test
P1_kotoriyQ_0021_0fc75e364681,P1,kotoriyQ,21,_kotoriy_q/P1_kotoriyQ (21).mov,_kotoriy_q,141735,test
P1_kotoriyQ_0022_78906b9a4efd,P1,kotoriyQ,22,_kotoriy_q/P1_kotoriyQ (22).mov,_kotoriy_q,156046,test
P1_kotoriyQ_0023_9c3ec2fad3f4,P1,kotoriyQ,23,_kotoriy_q/P1_kotoriyQ (23).mov,_kotoriy_q,172214,test
P1_kotoriyQ_0024_70cbd53d7cfa,P1,kotoriyQ,24,_kotoriy_q/P1_kotoriyQ (24).mov,_kotoriy_q,207214,test
P1_kotoriyQ_0025_e2247cdf4288,P1,kotoriyQ,25,_kotoriy_q/P1_kotoriyQ (25).mov,_kotoriy_q,238809,test
P1_kotoriyQ_0026_0886332f710c,P1,kotoriyQ,26,_kotoriy_q/P1_kotoriyQ (26).mov,_kotoriy_q,190828,test
P1_kotoriyQ_0027_07033cf4ac19,P1,kotoriyQ,27,_kotoriy_q/P1_kotoriyQ (27).mov,_kotoriy_q,233987,test
P1_kotoriyQ_0028_90938a80b4af,P1,kotoriyQ,28,_kotoriy_q/P1_kotoriyQ (28).mov,_kotoriy_q,183663,test
P1_kotoriyQ_0029_64898cb2a6f1,P1,kotoriyQ,29,_kotoriy_q/P1_kotoriyQ (29).mov,_kotoriy_q,133534,test
P1_kotoriyQ_0003_6ab4acb54f74,P1,kotoriyQ,3,_kotoriy_q/P1_kotoriyQ (3).mov,_kotoriy_q,158274,test
P1_kotoriyQ_0030_698948e3fa43,P1,kotoriyQ,30,_kotoriy_q/P1_kotoriyQ (30).mov,_kotoriy_q,278995,test
P1_kotoriyQ_0031_f2652899e813,P1,kotoriyQ,31,_kotoriy_q/P1_kotoriyQ (31).mov,_kotoriy_q,188920,test
P1_kotoriyQ_0032_73d270bb4528,P1,kotoriyQ,32,_kotoriy_q/P1_kotoriyQ (32).mov,_kotoriy_q,164929,test
P1_kotoriyQ_0033_dc2fcd575bbf,P1,kotoriyQ,33,_kotoriy_q/P1_kotoriyQ (33).mov,_kotoriy_q,222318,test
P1_kotoriyQ_0034_66df64997121,P1,kotoriyQ,34,_kotoriy_q/P1_kotoriyQ (34).mov,_kotoriy_q,144529,test
P1_kotoriyQ_0035_efb306d508b2,P1,kotoriyQ,35,_kotoriy_q/P1_kotoriyQ (35).mov,_kotoriy_q,207214,test
P1_kotoriyQ_0036_55c2c7a3bf79,P1,kotoriyQ,36,_kotoriy_q/P1_kotoriyQ (36).mov,_kotoriy_q,170899,test
P1_kotoriyQ_0037_8edf4f1d5f2b,P1,kotoriyQ,37,_kotoriy_q/P1_kotoriyQ (37).mov,_kotoriy_q,152291,test
P1_kotoriyQ_0038_1e9c90e093d3,P1,kotoriyQ,38,_kotoriy_q/P1_kotoriyQ (38).mov,_kotoriy_q,145924,test
P1_kotoriyQ_0039_f3f0d5bebba8,P1,kotoriyQ,39,_kotoriy_q/P1_kotoriyQ (39).mov,_kotoriy_q,181252,test
P1_kotoriyQ_0004_60f1463e5697,P1,kotoriyQ,4,_kotoriy_q/P1_kotoriyQ (4).mov,_kotoriy_q,116661,test
P1_kotoriyQ_0040_9210a7f823ba,P1,kotoriyQ,40,_kotoriy_q/P1_kotoriyQ (40).mov,_kotoriy_q,136421,test
P1_kotoriyQ_0005_3d438bae3501,P1,kotoriyQ,5,_kotoriy_q/P1_kotoriyQ (5).mov,_kotoriy_q,109319,test
P1_kotoriyQ_0006_d4a0a2f21197,P1,kotoriyQ,6,_kotoriy_q/P1_kotoriyQ (6).mov,_kotoriy_q,148053,test
P1_kotoriyQ_0007_9165a13a3dd4,P1,kotoriyQ,7,_kotoriy_q/P1_kotoriyQ (7).mov,_kotoriy_q,139927,test
P1_kotoriyQ_0008_38ce007c9842,P1,kotoriyQ,8,_kotoriy_q/P1_kotoriyQ (8).mov,_kotoriy_q,122045,test
P1_kotoriyQ_0009_1de808467a2c,P1,kotoriyQ,9,_kotoriy_q/P1_kotoriyQ (9).mov,_kotoriy_q,121477,test
P2_kotoriyQ_0001_cbe7b9b91bd4,P2,kotoriyQ,1,_kotoriy_q/P2_kotoriyQ (1).mov,_kotoriy_q,196774,validation
P2_kotoriyQ_0010_21f8bdca1082,P2,kotoriyQ,10,_kotoriy_q/P2_kotoriyQ (10).mov,_kotoriy_q,185289,validation
P2_kotoriyQ_0011_ac04507355c9,P2,kotoriyQ,11,_kotoriy_q/P2_kotoriyQ (11).mov,_kotoriy_q,200652,validation
P2_kotoriyQ_0012_c4ad82ccda73,P2,kotoriyQ,12,_kotoriy_q/P2_kotoriyQ (12).mov,_kotoriy_q,205674,validation
P2_kotoriyQ_0013_d96047691b8e,P2,kotoriyQ,13,_kotoriy_q/P2_kotoriyQ (13).mov,_kotoriy_q,203675,validation
